Title,Element Name,Data Value
Electrical and Electronic Engineering Technologists and Technicians,Conventional,5
Electro-Mechanical and Mechatronics Technologists and Technicians,Realistic,7
Electro-Mechanical and Mechatronics Technologists and Technicians,Investigative,4.38
Electro-Mechanical and Mechatronics Technologists and Technicians,Artistic,1.38
Electro-Mechanical and Mechatronics Technologists and Technicians,Social,1
Electro-Mechanical and Mechatronics Technologists and Technicians,Enterprising,1
Electro-Mechanical and Mechatronics Technologists and Technicians,Conventional,4.58
Robotics Technicians,Realistic,6.98
Robotics Technicians,Investigative,4.08
Robotics Technicians,Artistic,1
Robotics Technicians,Social,1.09
Robotics Technicians,Enterprising,1.04
Robotics Technicians,Conventional,4.49
Environmental Engineering Technologists and Technicians,Realistic,6.21
Environmental Engineering Technologists and Technicians,Investigative,5.91
Environmental Engineering Technologists and Technicians,Artistic,1.73
Environmental Engineering Technologists and Technicians,Social,1.5
Environmental Engineering Technologists and Technicians,Enterprising,1.25
Environmental Engineering Technologists and Technicians,Conventional,5.08
Industrial Engineering Technologists and Technicians,Realistic,5.38
Industrial Engineering Technologists and Technicians,Investigative,5.14
Industrial Engineering Technologists and Technicians,Artistic,1.19
Industrial Engineering Technologists and Technicians,Social,1.45
Industrial Engineering Technologists and Technicians,Enterprising,2.39
Industrial Engineering Technologists and Technicians,Conventional,5.22
Nanotechnology Engineering Technologists and Technicians,Realistic,6.23
Nanotechnology Engineering Technologists and Technicians,Investigative,5.05
Nanotechnology Engineering Technologists and Technicians,Artistic,1.45
Nanotechnology Engineering Technologists and Technicians,Social,1.05
Nanotechnology Engineering Technologists and Technicians,Enterprising,1.98
Nanotechnology Engineering Technologists and Technicians,Conventional,4.71
Mechanical Engineering Technologists and Technicians,Realistic,6.38
Mechanical Engineering Technologists and Technicians,Investigative,5.57
Mechanical Engineering Technologists and Technicians,Artistic,1.98
Mechanical Engineering Technologists and Technicians,Social,1.15
Mechanical Engineering Technologists and Technicians,Enterprising,1.04
Mechanical Engineering Technologists and Technicians,Conventional,4.82
Automotive Engineering Technicians,Realistic,7
Automotive Engineering Technicians,Investigative,5.33
Automotive Engineering Technicians,Artistic,1.39
Automotive Engineering Technicians,Social,1
Automotive Engineering Technicians,Enterprising,1.32
Automotive Engineering Technicians,Conventional,4.63
Calibration Technologists and Technicians,Realistic,6.31
Calibration Technologists and Technicians,Investigative,4.14
Calibration Technologists and Technicians,Artistic,1.15
Calibration Technologists and Technicians,Social,1.58
Calibration Technologists and Technicians,Enterprising,1
Calibration Technologists and Technicians,Conventional,5.54
Non-Destructive Testing Specialists,Realistic,6.16
Non-Destructive Testing Specialists,Investigative,5.05
Non-Destructive Testing Specialists,Artistic,1.25
Non-Destructive Testing Specialists,Social,1.47
Non-Destructive Testing Specialists,Enterprising,1
Non-Destructive Testing Specialists,Conventional,4.83
Photonics Technicians,Realistic,7
Photonics Technicians,Investigative,4.26
Photonics Technicians,Artistic,1.06
Photonics Technicians,Social,1
Photonics Technicians,Enterprising,1
Photonics Technicians,Conventional,5.12
Surveying and Mapping Technicians,Realistic,5.95
Surveying and Mapping Technicians,Investigative,4.03
Surveying and Mapping Technicians,Artistic,1.91
Surveying and Mapping Technicians,Social,1
Surveying and Mapping Technicians,Enterprising,1
Surveying and Mapping Technicians,Conventional,5.62
Animal Scientists,Realistic,5.25
Animal Scientists,Investigative,6.95
Animal Scientists,Artistic,2.05
Animal Scientists,Social,2.06
Animal Scientists,Enterprising,2.22
Animal Scientists,Conventional,3.34
Food Scientists and Technologists,Realistic,5.09
Food Scientists and Technologists,Investigative,5.69
Food Scientists and Technologists,Artistic,2.46
Food Scientists and Technologists,Social,2.14
Food Scientists and Technologists,Enterprising,2.54
Food Scientists and Technologists,Conventional,3.96
Soil and Plant Scientists,Realistic,6.43
Soil and Plant Scientists,Investigative,6.72
Soil and Plant Scientists,Artistic,2.11
Soil and Plant Scientists,Social,1.68
Soil and Plant Scientists,Enterprising,1.72
Soil and Plant Scientists,Conventional,3.41
Biochemists and Biophysicists,Realistic,5.1
Biochemists and Biophysicists,Investigative,7
Biochemists and Biophysicists,Artistic,2.61
Biochemists and Biophysicists,Social,2.16
Biochemists and Biophysicists,Enterprising,1.82
Biochemists and Biophysicists,Conventional,3.61
Microbiologists,Realistic,5.34
Microbiologists,Investigative,7
Microbiologists,Artistic,1.84
Microbiologists,Social,2.12
Microbiologists,Enterprising,1.19
Microbiologists,Conventional,3.9
Zoologists and Wildlife Biologists,Realistic,5.32
Zoologists and Wildlife Biologists,Investigative,7
Zoologists and Wildlife Biologists,Artistic,2.24
Zoologists and Wildlife Biologists,Social,2.57
Zoologists and Wildlife Biologists,Enterprising,2.48
Zoologists and Wildlife Biologists,Conventional,3.69
Bioinformatics Scientists,Realistic,3.74
Bioinformatics Scientists,Investigative,7
Bioinformatics Scientists,Artistic,2.56
Bioinformatics Scientists,Social,1.63
Bioinformatics Scientists,Enterprising,1.27
Bioinformatics Scientists,Conventional,5.03
Molecular and Cellular Biologists,Realistic,5
Molecular and Cellular Biologists,Investigative,6.67
Molecular and Cellular Biologists,Artistic,2.1
Molecular and Cellular Biologists,Social,2.25
Molecular and Cellular Biologists,Enterprising,2.34
Molecular and Cellular Biologists,Conventional,4.97
Geneticists,Realistic,3.95
Geneticists,Investigative,7
Geneticists,Artistic,3.04
Geneticists,Social,2.96
Geneticists,Enterprising,1.69
Geneticists,Conventional,4.41
Biologists,Realistic,4.15
Biologists,Investigative,6.97
Biologists,Artistic,2.32
Biologists,Social,2.56
Biologists,Enterprising,2.93
Biologists,Conventional,4.5
Conservation Scientists,Realistic,5.16
Conservation Scientists,Investigative,5.7
Conservation Scientists,Artistic,1.97
Conservation Scientists,Social,2.88
Conservation Scientists,Enterprising,3.18
Conservation Scientists,Conventional,4
Range Managers,Realistic,5.7
Range Managers,Investigative,4.9
Range Managers,Artistic,1.45
Range Managers,Social,2.51
Range Managers,Enterprising,4.43
Range Managers,Conventional,3.83
Park Naturalists,Realistic,4.23
Park Naturalists,Investigative,4.51
Park Naturalists,Artistic,4.1
Park Naturalists,Social,4.85
Park Naturalists,Enterprising,3.38
Park Naturalists,Conventional,3.06
Foresters,Realistic,5.32
Foresters,Investigative,4.4
Foresters,Artistic,1.24
Foresters,Social,2.41
Foresters,Enterprising,3.78
Foresters,Conventional,4.31
Epidemiologists,Realistic,3.18
Epidemiologists,Investigative,7
Epidemiologists,Artistic,2.02
Epidemiologists,Social,4.03
Epidemiologists,Enterprising,2.48
Epidemiologists,Conventional,3.67
Medical Scientists - Except Epidemiologists,Realistic,4.43
Medical Scientists - Except Epidemiologists,Investigative,7
Medical Scientists - Except Epidemiologists,Artistic,2.3
Medical Scientists - Except Epidemiologists,Social,3.24
Medical Scientists - Except Epidemiologists,Enterprising,2.23
Medical Scientists - Except Epidemiologists,Conventional,3.95
Astronomers,Realistic,4.85
Astronomers,Investigative,7
Astronomers,Artistic,3.24
Astronomers,Social,2.81
Astronomers,Enterprising,1.99
Astronomers,Conventional,3.97
Physicists,Realistic,4.95
Physicists,Investigative,7
Physicists,Artistic,2.76
Physicists,Social,2.11
Physicists,Enterprising,1.82
Physicists,Conventional,4.86
Atmospheric and Space Scientists,Realistic,4.82
Atmospheric and Space Scientists,Investigative,6.35
Atmospheric and Space Scientists,Artistic,2.72
Atmospheric and Space Scientists,Social,2.45
Atmospheric and Space Scientists,Enterprising,2.69
Atmospheric and Space Scientists,Conventional,4.48
Chemists,Realistic,5.66
Chemists,Investigative,6.66
Chemists,Artistic,1.5
Chemists,Social,1.15
Chemists,Enterprising,1.6
Chemists,Conventional,4.95
Materials Scientists,Realistic,5.77
Materials Scientists,Investigative,6.61
Materials Scientists,Artistic,2.18
Materials Scientists,Social,1.35
Materials Scientists,Enterprising,1.9
Materials Scientists,Conventional,4.16
Environmental Scientists and Specialists - Including Health,Realistic,4.7
Environmental Scientists and Specialists - Including Health,Investigative,7
Environmental Scientists and Specialists - Including Health,Artistic,1.79
Environmental Scientists and Specialists - Including Health,Social,2.62
Environmental Scientists and Specialists - Including Health,Enterprising,2.58
Environmental Scientists and Specialists - Including Health,Conventional,4.44
Climate Change Policy Analysts,Realistic,1.37
Climate Change Policy Analysts,Investigative,6.73
Climate Change Policy Analysts,Artistic,3.11
Climate Change Policy Analysts,Social,3.17
Climate Change Policy Analysts,Enterprising,4.69
Climate Change Policy Analysts,Conventional,4.06
Environmental Restoration Planners,Realistic,5.31
Environmental Restoration Planners,Investigative,6.25
Environmental Restoration Planners,Artistic,2.24
Environmental Restoration Planners,Social,2.12
Environmental Restoration Planners,Enterprising,3.63
Environmental Restoration Planners,Conventional,4.13
Industrial Ecologists,Realistic,4.62
Industrial Ecologists,Investigative,7
Industrial Ecologists,Artistic,2.14
Industrial Ecologists,Social,1.95
Industrial Ecologists,Enterprising,3.04
Industrial Ecologists,Conventional,3.98
Geoscientists - Except Hydrologists and Geographers,Realistic,5.66
Geoscientists - Except Hydrologists and Geographers,Investigative,7
Geoscientists - Except Hydrologists and Geographers,Artistic,2.7
Geoscientists - Except Hydrologists and Geographers,Social,2.23
Geoscientists - Except Hydrologists and Geographers,Enterprising,1.67
Geoscientists - Except Hydrologists and Geographers,Conventional,4.16
Hydrologists,Realistic,5.71
Hydrologists,Investigative,6.53
Hydrologists,Artistic,1.86
Hydrologists,Social,2.16
Hydrologists,Enterprising,2.17
Hydrologists,Conventional,4.35
Remote Sensing Scientists and Technologists,Realistic,4.84
Remote Sensing Scientists and Technologists,Investigative,6.04
Remote Sensing Scientists and Technologists,Artistic,1.87
Remote Sensing Scientists and Technologists,Social,1.31
Remote Sensing Scientists and Technologists,Enterprising,1.49
Remote Sensing Scientists and Technologists,Conventional,4.84
Economists,Realistic,1.54
Economists,Investigative,7
Economists,Artistic,2.49
Economists,Social,2.22
Economists,Enterprising,3.8
Economists,Conventional,4.34
Environmental Economists,Realistic,2.74
Environmental Economists,Investigative,7
Environmental Economists,Artistic,2.53
Environmental Economists,Social,2.28
Environmental Economists,Enterprising,4.11
Environmental Economists,Conventional,4.08
Survey Researchers,Realistic,1.7
Survey Researchers,Investigative,6.1
Survey Researchers,Artistic,2.11
Survey Researchers,Social,2.31
Survey Researchers,Enterprising,3.05
Survey Researchers,Conventional,5.46
Industrial-Organizational Psychologists,Realistic,1.11
Industrial-Organizational Psychologists,Investigative,5.32
Industrial-Organizational Psychologists,Artistic,3.26
Industrial-Organizational Psychologists,Social,4.18
Industrial-Organizational Psychologists,Enterprising,4.65
Industrial-Organizational Psychologists,Conventional,4.04
Clinical and Counseling Psychologists,Realistic,1.07
Clinical and Counseling Psychologists,Investigative,5.5
Clinical and Counseling Psychologists,Artistic,3.02
Clinical and Counseling Psychologists,Social,6.57
Clinical and Counseling Psychologists,Enterprising,2.67
Clinical and Counseling Psychologists,Conventional,3.55
School Psychologists,Realistic,1
School Psychologists,Investigative,5
School Psychologists,Artistic,3.31
School Psychologists,Social,6.77
School Psychologists,Enterprising,2.82
School Psychologists,Conventional,4.01
Neuropsychologists,Realistic,2.67
Neuropsychologists,Investigative,7
Neuropsychologists,Artistic,3.26
Neuropsychologists,Social,5.28
Neuropsychologists,Enterprising,1.8
Neuropsychologists,Conventional,3.24
Clinical Neuropsychologists,Realistic,2.86
Clinical Neuropsychologists,Investigative,7
Clinical Neuropsychologists,Artistic,2.4
Clinical Neuropsychologists,Social,5.72
Clinical Neuropsychologists,Enterprising,2.11
Clinical Neuropsychologists,Conventional,3.45
Sociologists,Realistic,1.61
Sociologists,Investigative,6.43
Sociologists,Artistic,3.96
Sociologists,Social,4.42
Sociologists,Enterprising,3.08
Sociologists,Conventional,3.57
Urban and Regional Planners,Realistic,3.16
Urban and Regional Planners,Investigative,5.38
Urban and Regional Planners,Artistic,2.96
Urban and Regional Planners,Social,3
Urban and Regional Planners,Enterprising,4.53
Urban and Regional Planners,Conventional,3.95
Anthropologists and Archeologists,Realistic,4.55
Anthropologists and Archeologists,Investigative,6.74
Anthropologists and Archeologists,Artistic,3.89
Anthropologists and Archeologists,Social,3.32
Anthropologists and Archeologists,Enterprising,1.56
Anthropologists and Archeologists,Conventional,3.54
Geographers,Realistic,5.19
Geographers,Investigative,6.73
Geographers,Artistic,3.7
Geographers,Social,2.69
Geographers,Enterprising,2.15
Geographers,Conventional,3.71
Historians,Realistic,2.42
Historians,Investigative,5.19
Historians,Artistic,3.61
Historians,Social,3.21
Historians,Enterprising,2.4
Historians,Conventional,4.97
Political Scientists,Realistic,1
Political Scientists,Investigative,6.62
Political Scientists,Artistic,3.78
Political Scientists,Social,3.47
Political Scientists,Enterprising,3.7
Political Scientists,Conventional,3.6
Transportation Planners,Realistic,3.2
Transportation Planners,Investigative,5.5
Transportation Planners,Artistic,2.18
Transportation Planners,Social,2.05
Transportation Planners,Enterprising,3.21
Transportation Planners,Conventional,4.69
Agricultural Technicians,Realistic,6.28
Agricultural Technicians,Investigative,4.96
Agricultural Technicians,Artistic,1
Agricultural Technicians,Social,1.56
Agricultural Technicians,Enterprising,1.8
Agricultural Technicians,Conventional,4.64
Precision Agriculture Technicians,Realistic,6.55
Precision Agriculture Technicians,Investigative,5.5
Precision Agriculture Technicians,Artistic,1.17
Precision Agriculture Technicians,Social,1.44
Precision Agriculture Technicians,Enterprising,2.15
Precision Agriculture Technicians,Conventional,4.82
Food Science Technicians,Realistic,5.56
Food Science Technicians,Investigative,4.55
Food Science Technicians,Artistic,1.37
Food Science Technicians,Social,1.67
Food Science Technicians,Enterprising,1.8
Food Science Technicians,Conventional,5.07
Biological Technicians,Realistic,5.6
Biological Technicians,Investigative,5.57
Biological Technicians,Artistic,1.24
Biological Technicians,Social,1.98
Biological Technicians,Enterprising,1.18
Biological Technicians,Conventional,5.37
Chemical Technicians,Realistic,5.44
Chemical Technicians,Investigative,5.88
Chemical Technicians,Artistic,1.57
Chemical Technicians,Social,1.72
Chemical Technicians,Enterprising,1.02
Chemical Technicians,Conventional,5.07
Environmental Science and Protection Technicians - Including Health,Realistic,5.53
Environmental Science and Protection Technicians - Including Health,Investigative,5.57
Environmental Science and Protection Technicians - Including Health,Artistic,1.13
Environmental Science and Protection Technicians - Including Health,Social,2.07
Environmental Science and Protection Technicians - Including Health,Enterprising,1.47
Environmental Science and Protection Technicians - Including Health,Conventional,4.91
Geological Technicians - Except Hydrologic Technicians,Realistic,5.59
Geological Technicians - Except Hydrologic Technicians,Investigative,5.18
Geological Technicians - Except Hydrologic Technicians,Artistic,1.28
Geological Technicians - Except Hydrologic Technicians,Social,1.47
Geological Technicians - Except Hydrologic Technicians,Enterprising,1.11
Geological Technicians - Except Hydrologic Technicians,Conventional,5.34
Hydrologic Technicians,Realistic,5.55
Hydrologic Technicians,Investigative,4.96
Hydrologic Technicians,Artistic,1
Hydrologic Technicians,Social,1.53
Hydrologic Technicians,Enterprising,1.41
Hydrologic Technicians,Conventional,5.33
Nuclear Technicians,Realistic,5.75
Nuclear Technicians,Investigative,4.57
Nuclear Technicians,Artistic,1
Nuclear Technicians,Social,1.83
Nuclear Technicians,Enterprising,2.26
Nuclear Technicians,Conventional,5.07
Nuclear Monitoring Technicians,Realistic,6.12
Nuclear Monitoring Technicians,Investigative,4.32
Nuclear Monitoring Technicians,Artistic,1
Nuclear Monitoring Technicians,Social,1.85
Nuclear Monitoring Technicians,Enterprising,1.67
Nuclear Monitoring Technicians,Conventional,5.52
Social Science Research Assistants,Realistic,2.48
Social Science Research Assistants,Investigative,6
Social Science Research Assistants,Artistic,2.05
Social Science Research Assistants,Social,2.76
Social Science Research Assistants,Enterprising,2.35
Social Science Research Assistants,Conventional,5.78
Forest and Conservation Technicians,Realistic,6.53
Forest and Conservation Technicians,Investigative,4.39
Forest and Conservation Technicians,Artistic,1
Forest and Conservation Technicians,Social,2.82
Forest and Conservation Technicians,Enterprising,2.46
Forest and Conservation Technicians,Conventional,4.7
Forensic Science Technicians,Realistic,5.03
Forensic Science Technicians,Investigative,6.11
Forensic Science Technicians,Artistic,1.8
Forensic Science Technicians,Social,1.69
Forensic Science Technicians,Enterprising,1.71
Forensic Science Technicians,Conventional,5.04
Quality Control Analysts,Realistic,4.06
Quality Control Analysts,Investigative,4.96
Quality Control Analysts,Artistic,1.12
Quality Control Analysts,Social,1.19
Quality Control Analysts,Enterprising,2.42
Quality Control Analysts,Conventional,5.83
Remote Sensing Technicians,Realistic,5.16
Remote Sensing Technicians,Investigative,4.67
Remote Sensing Technicians,Artistic,2.03
Remote Sensing Technicians,Social,1.47
Remote Sensing Technicians,Enterprising,1.67
Remote Sensing Technicians,Conventional,5.16
Occupational Health and Safety Specialists,Realistic,4.62
Occupational Health and Safety Specialists,Investigative,4.99
Occupational Health and Safety Specialists,Artistic,1.2
Occupational Health and Safety Specialists,Social,3.37
Occupational Health and Safety Specialists,Enterprising,3.11
Occupational Health and Safety Specialists,Conventional,4.81
Occupational Health and Safety Technicians,Realistic,5.37
Occupational Health and Safety Technicians,Investigative,4.92
Occupational Health and Safety Technicians,Artistic,1
Occupational Health and Safety Technicians,Social,3.01
Occupational Health and Safety Technicians,Enterprising,2.74
Occupational Health and Safety Technicians,Conventional,5.29
Substance Abuse and Behavioral Disorder Counselors,Realistic,1.62
Substance Abuse and Behavioral Disorder Counselors,Investigative,3.8
Substance Abuse and Behavioral Disorder Counselors,Artistic,2.37
Substance Abuse and Behavioral Disorder Counselors,Social,6.65
Substance Abuse and Behavioral Disorder Counselors,Enterprising,2.73
Substance Abuse and Behavioral Disorder Counselors,Conventional,3.65
Educational - Guidance - and Career Counselors and Advisors,Realistic,1
Educational - Guidance - and Career Counselors and Advisors,Investigative,3.31
Educational - Guidance - and Career Counselors and Advisors,Artistic,3.42
Educational - Guidance - and Career Counselors and Advisors,Social,7
Educational - Guidance - and Career Counselors and Advisors,Enterprising,4.21
Educational - Guidance - and Career Counselors and Advisors,Conventional,3.38
Marriage and Family Therapists,Realistic,1.49
Marriage and Family Therapists,Investigative,5.25
Marriage and Family Therapists,Artistic,3.58
Marriage and Family Therapists,Social,6.32
Marriage and Family Therapists,Enterprising,1.86
Marriage and Family Therapists,Conventional,2.83
Mental Health Counselors,Realistic,1.32
Mental Health Counselors,Investigative,4.44
Mental Health Counselors,Artistic,3.06
Mental Health Counselors,Social,6.76
Mental Health Counselors,Enterprising,2.91
Mental Health Counselors,Conventional,3.45
Rehabilitation Counselors,Realistic,1.23
Rehabilitation Counselors,Investigative,3.26
Rehabilitation Counselors,Artistic,2.99
Rehabilitation Counselors,Social,6.81
Rehabilitation Counselors,Enterprising,3.56
Rehabilitation Counselors,Conventional,3.26
Child - Family - and School Social Workers,Realistic,1.7
Child - Family - and School Social Workers,Investigative,3.32
Child - Family - and School Social Workers,Artistic,2.9
Child - Family - and School Social Workers,Social,6.85
Child - Family - and School Social Workers,Enterprising,2.93
Child - Family - and School Social Workers,Conventional,3.57
Healthcare Social Workers,Realistic,1.97
Healthcare Social Workers,Investigative,4.24
Healthcare Social Workers,Artistic,2.33
Healthcare Social Workers,Social,6.92
Healthcare Social Workers,Enterprising,2.53
Healthcare Social Workers,Conventional,3.06
Mental Health and Substance Abuse Social Workers,Realistic,1.72
Mental Health and Substance Abuse Social Workers,Investigative,4.08
Mental Health and Substance Abuse Social Workers,Artistic,2.78
Mental Health and Substance Abuse Social Workers,Social,6.96
Mental Health and Substance Abuse Social Workers,Enterprising,2.42
Mental Health and Substance Abuse Social Workers,Conventional,3.05
Health Education Specialists,Realistic,1.64
Health Education Specialists,Investigative,5.3
Health Education Specialists,Artistic,2.53
Health Education Specialists,Social,6.16
Health Education Specialists,Enterprising,3.2
Health Education Specialists,Conventional,3.98
Probation Officers and Correctional Treatment Specialists,Realistic,2.24
Probation Officers and Correctional Treatment Specialists,Investigative,3.47
Probation Officers and Correctional Treatment Specialists,Artistic,2.2
Probation Officers and Correctional Treatment Specialists,Social,5.63
Probation Officers and Correctional Treatment Specialists,Enterprising,3.9
Probation Officers and Correctional Treatment Specialists,Conventional,4.11
Social and Human Service Assistants,Realistic,1.26
Social and Human Service Assistants,Investigative,2.8
Social and Human Service Assistants,Artistic,1.97
Social and Human Service Assistants,Social,6.1
Social and Human Service Assistants,Enterprising,3.59
Social and Human Service Assistants,Conventional,4.55
Community Health Workers,Realistic,1.94
Community Health Workers,Investigative,3.49
Community Health Workers,Artistic,2.24
Community Health Workers,Social,6.58
Community Health Workers,Enterprising,3.5
Community Health Workers,Conventional,3.36
Clergy,Realistic,2.11
Clergy,Investigative,2.14
Clergy,Artistic,3.48
Clergy,Social,5.88
Clergy,Enterprising,4.18
Clergy,Conventional,2.83
Directors - Religious Activities and Education,Realistic,1
Directors - Religious Activities and Education,Investigative,2.84
Directors - Religious Activities and Education,Artistic,3.43
Directors - Religious Activities and Education,Social,6.98
Directors - Religious Activities and Education,Enterprising,6.05
Directors - Religious Activities and Education,Conventional,3.22
Lawyers,Realistic,1.17
Lawyers,Investigative,4.52
Lawyers,Artistic,2.32
Lawyers,Social,3.45
Lawyers,Enterprising,5.54
Lawyers,Conventional,4.54
Judicial Law Clerks,Realistic,1.63
Judicial Law Clerks,Investigative,4.3
Judicial Law Clerks,Artistic,2.27
Judicial Law Clerks,Social,3.15
Judicial Law Clerks,Enterprising,4.39
Judicial Law Clerks,Conventional,5.03
Administrative Law Judges - Adjudicators - and Hearing Officers,Realistic,1.04
Administrative Law Judges - Adjudicators - and Hearing Officers,Investigative,4.01
Administrative Law Judges - Adjudicators - and Hearing Officers,Artistic,1.57
Administrative Law Judges - Adjudicators - and Hearing Officers,Social,3.04
Administrative Law Judges - Adjudicators - and Hearing Officers,Enterprising,5.24
Administrative Law Judges - Adjudicators - and Hearing Officers,Conventional,5.39
Arbitrators - Mediators - and Conciliators,Realistic,1
Arbitrators - Mediators - and Conciliators,Investigative,3.87
Arbitrators - Mediators - and Conciliators,Artistic,2.31
Arbitrators - Mediators - and Conciliators,Social,4.24
Arbitrators - Mediators - and Conciliators,Enterprising,4.97
Arbitrators - Mediators - and Conciliators,Conventional,4.32
Judges - Magistrate Judges - and Magistrates,Realistic,2.37
Judges - Magistrate Judges - and Magistrates,Investigative,3.75
Judges - Magistrate Judges - and Magistrates,Artistic,2.21
Judges - Magistrate Judges - and Magistrates,Social,4
Judges - Magistrate Judges - and Magistrates,Enterprising,5.25
Judges - Magistrate Judges - and Magistrates,Conventional,4.11
Paralegals and Legal Assistants,Realistic,1.71
Paralegals and Legal Assistants,Investigative,4.56
Paralegals and Legal Assistants,Artistic,2.04
Paralegals and Legal Assistants,Social,3.28
Paralegals and Legal Assistants,Enterprising,4.21
Paralegals and Legal Assistants,Conventional,5.49
Title Examiners - Abstractors - and Searchers,Realistic,2.41
Title Examiners - Abstractors - and Searchers,Investigative,2.67
Title Examiners - Abstractors - and Searchers,Artistic,1.16
Title Examiners - Abstractors - and Searchers,Social,2.32
Title Examiners - Abstractors - and Searchers,Enterprising,3.38
Title Examiners - Abstractors - and Searchers,Conventional,6.69
Business Teachers - Postsecondary,Realistic,1.99
Business Teachers - Postsecondary,Investigative,4.84
Business Teachers - Postsecondary,Artistic,3.2
Business Teachers - Postsecondary,Social,6.43
Business Teachers - Postsecondary,Enterprising,3.81
Business Teachers - Postsecondary,Conventional,3.77
Computer Science Teachers - Postsecondary,Realistic,3.15
Computer Science Teachers - Postsecondary,Investigative,5.66
Computer Science Teachers - Postsecondary,Artistic,3.21
Computer Science Teachers - Postsecondary,Social,5.8
Computer Science Teachers - Postsecondary,Enterprising,2.25
Computer Science Teachers - Postsecondary,Conventional,4.12
Mathematical Science Teachers - Postsecondary,Realistic,2.84
Mathematical Science Teachers - Postsecondary,Investigative,5.8
Mathematical Science Teachers - Postsecondary,Artistic,3.07
Mathematical Science Teachers - Postsecondary,Social,6.17
Mathematical Science Teachers - Postsecondary,Enterprising,1.96
Mathematical Science Teachers - Postsecondary,Conventional,4.44
Architecture Teachers - Postsecondary,Realistic,3.38
Architecture Teachers - Postsecondary,Investigative,5.13
Architecture Teachers - Postsecondary,Artistic,4.43
Architecture Teachers - Postsecondary,Social,6.71
Architecture Teachers - Postsecondary,Enterprising,2.51
Architecture Teachers - Postsecondary,Conventional,3.33
Engineering Teachers - Postsecondary,Realistic,4.84
Engineering Teachers - Postsecondary,Investigative,5.39
Engineering Teachers - Postsecondary,Artistic,3.16
Engineering Teachers - Postsecondary,Social,5.76
Engineering Teachers - Postsecondary,Enterprising,2
Engineering Teachers - Postsecondary,Conventional,3.44
Agricultural Sciences Teachers - Postsecondary,Realistic,4.07
Agricultural Sciences Teachers - Postsecondary,Investigative,5.37
Agricultural Sciences Teachers - Postsecondary,Artistic,2.87
Agricultural Sciences Teachers - Postsecondary,Social,6.2
Agricultural Sciences Teachers - Postsecondary,Enterprising,2.63
Agricultural Sciences Teachers - Postsecondary,Conventional,3.41
Biological Science Teachers - Postsecondary,Realistic,3.99
Biological Science Teachers - Postsecondary,Investigative,5.91
Biological Science Teachers - Postsecondary,Artistic,3.31
Biological Science Teachers - Postsecondary,Social,6.22
Biological Science Teachers - Postsecondary,Enterprising,2.03
Biological Science Teachers - Postsecondary,Conventional,3.61
Forestry and Conservation Science Teachers - Postsecondary,Realistic,4.02
Forestry and Conservation Science Teachers - Postsecondary,Investigative,5.79
Forestry and Conservation Science Teachers - Postsecondary,Artistic,3.04
Forestry and Conservation Science Teachers - Postsecondary,Social,6.54
Forestry and Conservation Science Teachers - Postsecondary,Enterprising,2.37
Forestry and Conservation Science Teachers - Postsecondary,Conventional,3.51
Atmospheric - Earth - Marine - and Space Sciences Teachers - Postsecondary,Realistic,3.94
Atmospheric - Earth - Marine - and Space Sciences Teachers - Postsecondary,Investigative,5.55
Atmospheric - Earth - Marine - and Space Sciences Teachers - Postsecondary,Artistic,3.13
Atmospheric - Earth - Marine - and Space Sciences Teachers - Postsecondary,Social,6.59
Atmospheric - Earth - Marine - and Space Sciences Teachers - Postsecondary,Enterprising,2.32
Atmospheric - Earth - Marine - and Space Sciences Teachers - Postsecondary,Conventional,3.84
Chemistry Teachers - Postsecondary,Realistic,4.05
Chemistry Teachers - Postsecondary,Investigative,5.82
Chemistry Teachers - Postsecondary,Artistic,2.96
Chemistry Teachers - Postsecondary,Social,5.72
Chemistry Teachers - Postsecondary,Enterprising,2.08
Chemistry Teachers - Postsecondary,Conventional,3.77
Environmental Science Teachers - Postsecondary,Realistic,3.76
Environmental Science Teachers - Postsecondary,Investigative,6.25
Environmental Science Teachers - Postsecondary,Artistic,3.4
Environmental Science Teachers - Postsecondary,Social,6.28
Environmental Science Teachers - Postsecondary,Enterprising,2.36
Environmental Science Teachers - Postsecondary,Conventional,3.58
Physics Teachers - Postsecondary,Realistic,3.75
Physics Teachers - Postsecondary,Investigative,5.87
Physics Teachers - Postsecondary,Artistic,3.21
Physics Teachers - Postsecondary,Social,6.01
Physics Teachers - Postsecondary,Enterprising,2.36
Physics Teachers - Postsecondary,Conventional,3.92
Anthropology and Archeology Teachers - Postsecondary,Realistic,3.61
Anthropology and Archeology Teachers - Postsecondary,Investigative,6.02
Anthropology and Archeology Teachers - Postsecondary,Artistic,3.52
Anthropology and Archeology Teachers - Postsecondary,Social,6.55
Anthropology and Archeology Teachers - Postsecondary,Enterprising,2.39
Anthropology and Archeology Teachers - Postsecondary,Conventional,3.47
Area - Ethnic - and Cultural Studies Teachers - Postsecondary,Realistic,2.98
Area - Ethnic - and Cultural Studies Teachers - Postsecondary,Investigative,5.26
Area - Ethnic - and Cultural Studies Teachers - Postsecondary,Artistic,3.84
Area - Ethnic - and Cultural Studies Teachers - Postsecondary,Social,7
Area - Ethnic - and Cultural Studies Teachers - Postsecondary,Enterprising,2.99
Area - Ethnic - and Cultural Studies Teachers - Postsecondary,Conventional,2.98
Economics Teachers - Postsecondary,Realistic,2.71
