yop_kodu,bir_kontenjana_talip_olan_aday_sayisi_2022,bir_kontenjana_talip_olan_aday_sayisi_2023,bir_kontenjana_talip_olan_aday_sayisi_2024,ilk_uc_sirada_tercih_eden_sayisi_2022,ilk_uc_sirada_tercih_eden_sayisi_2023,ilk_uc_sirada_tercih_eden_sayisi_2024,ilk_uc_sirada_tercih_eden_orani_2022,ilk_uc_sirada_tercih_eden_orani_2023,ilk_uc_sirada_tercih_eden_orani_2024,ilk_uc_tercih_olarak_yerlesen_sayisi_2022,ilk_uc_tercih_olarak_yerlesen_sayisi_2023,ilk_uc_tercih_olarak_yerlesen_sayisi_2024,ilk_uc_tercih_olarak_yerlesen_orani_2022,ilk_uc_tercih_olarak_yerlesen_orani_2023,ilk_uc_tercih_olarak_yerlesen_orani_2024
103810223,"31,1","31,7","24,2",278.0,305.0,278.0,"14,4","15,5","17,2",3.0,2.0,3.0,"4,8","3,2","4,5"
103810232,"4,3","4,7","12,6",29.0,32.0,53.0,"21,8","22,1","13,5",14.0,13.0,9.0,"50,0","41,9","29,0"
103810241,"21,7","24,2","27,5",405.0,491.0,403.0,"18,1","19,7","15,8",14.0,11.0,5.0,"13,6","10,7","5,4"
103810259,"21,0","21,7","19,5",145.0,191.0,134.0,"11,1","14,2","10,2",8.0,5.0,7.0,"12,9","8,1","10,4"
103810268,"16,7","15,7","15,8",284.0,310.0,151.0,"16,5","19,1","13,3",23.0,24.0,8.0,"22,3","23,3","11,1"
103810277,"17,7","20,3","20,9",1243.0,1368.0,1359.0,"26,3","25,2","24,4",95.0,88.0,67.0,"35,6","33,0","25,1"
103810374,"27,8","37,1","31,1",383.0,580.0,179.0,"19,1","21,7","18,6",18.0,10.0,5.0,"25,0","13,9","16,1"
103810383,"66,0","25,6","22,6",585.0,288.0,143.0,"18,9","22,9","23,5",21.0,28.0,12.0,"44,7","57,1","44,4"
103810408,"48,6","26,5","26,7",257.0,181.0,113.0,"14,7","18,5","19,3",10.0,11.0,8.0,"27,8","29,7","36,4"
103810417,"43,8","22,6","22,6",257.0,179.0,121.0,"18,9","24,8","24,3",14.0,17.0,10.0,"45,2","53,1","45,5"
103810435,"39,7","35,8","53,7",560.0,466.0,558.0,"15,2","14,0","16,8",22.0,15.0,4.0,"23,7","16,1","6,5"
103810444,"25,0","17,4","10,6",645.0,533.0,301.0,"20,0","23,1","22,7",62.0,80.0,68.0,"48,1","60,2","54,4"
103810453,"25,8","19,1","17,1",205.0,169.0,100.0,"19,4","21,1","21,6",13.0,19.0,10.0,"31,7","45,2","37,0"
103810489,"35,2","23,8","25,9",467.0,357.0,267.0,"21,4","23,4","19,1",14.0,17.0,5.0,"22,6","26,6","9,3"
103810498,"50,3","39,7","25,1",694.0,536.0,183.0,"22,3","21,8","17,8",23.0,16.0,8.0,"37,1","25,8","19,5"
103810532,"39,7","22,0","17,7",442.0,286.0,226.0,"18,0","20,3","18,5",17.0,29.0,12.0,"27,4","45,3","17,6"
103810541,"19,8","15,5","12,8",555.0,506.0,374.0,"39,0","44,1","37,1",43.0,51.0,50.0,"59,7","69,9","63,3"
103810559,"11,0","4,5","2,0",0.0,1.0,1.0,,"11,1","25,0",0.0,1.0,1.0,,"100,0","100,0"
103810577,"21,4","32,4","28,9",580.0,813.0,391.0,"29,1","27,0","26,0",56.0,32.0,16.0,"60,2","34,4","30,8"
103810586,"65,8","46,2","58,1",939.0,693.0,863.0,"19,8","20,3","20,1",36.0,45.0,22.0,"50,0","60,8","29,7"
103810595,"57,0","41,5","58,0",2236.0,1934.0,1984.0,"29,3","33,8","32,2",83.0,86.0,41.0,"61,9","63,2","38,7"
103810602,"41,2","21,5","49,1",639.0,359.0,328.0,"21,6","22,6","20,9",34.0,21.0,6.0,"47,2","28,4","18,8"
103890042,"53,6","30,3","29,2",1064.0,561.0,554.0,"38,2","34,3","32,1",37.0,35.0,31.0,"71,2","64,8","52,5"
103890127,"32,0","26,7","11,6",186.0,198.0,88.0,"14,2","18,1","16,1",5.0,7.0,19.0,"12,2","17,1","40,4"
103890170,"22,9","24,6","8,7",559.0,521.0,141.0,"34,0","28,6","20,6",14.0,15.0,17.0,"19,4","20,8","21,8"
103890226,"60,4","56,3","54,0",928.0,886.0,861.0,"18,7","19,2","22,1",8.0,10.0,4.0,"9,8","12,2","5,6"
103890227,"155,7","33,4","24,1",342.0,91.0,52.0,"14,6","17,0","15,4",9.0,11.0,6.0,"60,0","68,8","42,9"
103890229,"38,6","39,1","30,1",902.0,926.0,746.0,"37,6","38,2","36,9",21.0,23.0,31.0,"33,9","37,1","46,3"
103890230,"30,3","26,4","21,5",60.0,104.0,65.0,"6,4","12,7","11,6",3.0,6.0,4.0,"9,7","19,4","15,4"
103890239,"140,5","58,0","26,8",780.0,322.0,208.0,"26,4","25,2","24,3",8.0,12.0,8.0,"38,1","54,5","25,0"
103890246,"71,8","38,9","23,1",754.0,307.0,168.0,"33,9","24,7","17,3",7.0,4.0,5.0,"22,6","12,9","11,9"
103890253,"347,9","77,4","38,9",7369.0,861.0,553.0,"51,7","26,5","26,3",8.0,11.0,5.0,"19,5","26,2","9,3"
103890260,,"8,0","2,0",,1.0,0.0,,"12,5","0,0",,,,,,
112410201,"28,1","32,3","18,7",224.0,205.0,119.0,"12,9","15,1","15,2",13.0,13.0,8.0,"21,0","31,7","19,5"
112410219,"38,6","27,3","20,7",145.0,102.0,125.0,"12,1","11,7","18,9",11.0,9.0,5.0,"35,5","29,0","16,1"
112410228,"27,7","61,8","22,7",330.0,334.0,106.0,"19,2","16,9","12,6",18.0,5.0,8.0,"29,0","16,1","22,2"
112410237,"34,8","39,9","22,9",292.0,243.0,163.0,"13,5","14,5","17,0",7.0,10.0,6.0,"11,3","24,4","14,6"
112410246,"34,4","35,9","23,5",602.0,423.0,179.0,"21,4","20,0","18,1",17.0,13.0,5.0,"20,7","22,8","11,9"
112410379,"52,8","27,5","17,4",1373.0,720.0,413.0,"28,0","28,1","24,2",4.0,16.0,32.0,"4,3","17,2","32,7"
112410388,"2,2","3,1","19,4",10.0,12.0,46.0,"7,4","6,2","7,7",7.0,8.0,7.0,"21,9","22,2","22,6"
112410397,"25,8","26,0","47,8",402.0,418.0,548.0,"15,9","16,4","18,5",11.0,17.0,8.0,"11,2","17,3","12,9"
112410431,"8,9","11,5","12,0",103.0,143.0,121.0,"16,0","17,3","13,1",19.0,15.0,8.0,"26,4","20,8","10,4"
112410449,"14,8","50,7","34,0",398.0,400.0,221.0,"23,8","25,5","21,0",35.0,8.0,5.0,"31,0","25,8","16,1"
112410467,"24,5","16,3","12,7",586.0,322.0,223.0,"33,2","26,7","20,9",26.0,33.0,23.0,"36,1","45,8","27,7"
112410934,"32,2","73,0","35,7",785.0,518.0,233.0,"33,9","32,2","28,3",14.0,5.0,5.0,"19,4","22,7","21,7"
112410952,"211,3","184,2","220,2",893.0,781.0,937.0,"70,4","70,7","70,9",6.0,6.0,5.0,"100,0","100,0","83,3"
112410979,"15,5","28,6","56,2",349.0,644.0,875.0,"36,2","36,3","38,0",17.0,22.0,16.0,"27,4","35,5","39,0"
112411032,"31,6","58,6","37,4",507.0,490.0,377.0,"19,6","20,4","21,5",9.0,9.0,2.0,"11,0","22,0","4,3"
112411041,"15,9","44,1","36,2",145.0,218.0,169.0,"11,1","13,7","13,0",12.0,3.0,6.0,"14,6","8,3","16,7"
112411059,"26,2","28,1","23,1",263.0,346.0,248.0,"14,0","17,1","14,0",4.0,5.0,2.0,"5,6","6,9","2,6"
112411077,"74,7","38,7","52,9",1358.0,775.0,601.0,"34,9","37,1","21,0",29.0,34.0,25.0,"55,8","64,2","46,3"
112411183,,,,,,,,,,,,,,,
112411298,"27,3","75,5","64,4",326.0,428.0,371.0,"16,6","18,3","16,0",9.0,2.0,5.0,"12,5","6,5","13,9"
112411314,"35,7","29,0","51,7",886.0,779.0,1657.0,"40,0","43,3","51,7",29.0,32.0,27.0,"46,8","51,6","43,5"
112490448,"26,3","29,1","41,2",765.0,863.0,1296.0,"46,8","47,8","46,9",19.0,23.0,33.0,"30,6","37,1","49,3"
112490449,"12,0","5,5","7,7",7.0,4.0,11.0,"58,3","36,4","47,8",1.0,1.0,2.0,"100,0","50,0","66,7"
112490453,"25,0","25,0","6,3",7.0,12.0,1.0,"28,0","48,0","5,3",0.0,1.0,,,"100,0",
112490468,,"19,7","11,6",,543.0,354.0,,"37,2","38,6",,54.0,43.0,,"73,0","54,4"
112490510,,,"66,5",,,424.0,,,"30,4",,,11.0,,,"52,4"
112490517,,,"7,3",,,5.0,,,"22,7",,,2.0,,,"66,7"
112490524,,,"102,6",,,918.0,,,"42,6",,,12.0,,,"57,1"
201410029,"14,7","23,3","17,8",49.0,31.0,9.0,"27,8","19,0","10,1",8.0,5.0,1.0,"66,7","100,0","20,0"
201410038,"6,2","2,4","1,9",41.0,25.0,17.0,"28,7","31,3","42,5",15.0,10.0,9.0,"65,2","66,7","100,0"
201410056,"6,3","3,2","1,9",64.0,40.0,17.0,"33,9","36,7","42,5",25.0,21.0,8.0,"83,3","84,0","88,9"
201410065,"38,3","22,6","15,0",73.0,26.0,11.0,"19,1","16,5","14,7",7.0,4.0,0.0,"70,0","66,7","0,0"
201410135,"42,9","5,0","2,5",97.0,32.0,15.0,"22,6","23,0","16,7",9.0,17.0,2.0,"90,0","60,7","33,3"
201410144,"38,4","23,6","14,9",82.0,37.0,24.0,"17,8","12,1","10,8",3.0,4.0,6.0,"25,0","36,4","40,0"
201410171,"22,3","16,7","38,9",47.0,22.0,55.0,"15,1","13,2","15,7",1.0,1.0,1.0,"7,1","11,1","12,5"
201410189,"11,7","7,1","3,6",224.0,110.0,51.0,"41,6","38,7","34,0",38.0,38.0,23.0,"82,6","95,0","82,1"
201410205,"11,5","19,0","27,2",18.0,27.0,14.0,"10,4","12,9","10,3",5.0,3.0,1.0,"33,3","30,0","20,0"
201410214,"3,6","2,4","1,6",1.0,4.0,10.0,"5,6","16,7","30,3",,4.0,9.0,,"50,0","100,0"
201410232,"22,6","13,6","13,9",134.0,81.0,76.0,"37,1","34,9","32,2",14.0,12.0,11.0,"87,5","75,0","73,3"
201410295,"22,9","16,3","22,3",95.0,55.0,77.0,"15,3","14,0","14,4",3.0,0.0,4.0,"11,1",,"19,0"
201410453,"9,0","7,4","4,8",29.0,25.0,29.0,"16,1","16,0","23,4",5.0,4.0,9.0,"25,0","20,0","36,0"
201410505,,,"1,4",,,67.0,,,"54,9",,,48.0,,,"76,2"
201410532,"25,7","35,1","19,7",27.0,25.0,20.0,"11,7","10,2","14,5",1.0,0.0,0.0,"11,1",,"0,0"
201410541,"3,3","3,2","1,6",58.0,38.0,28.0,"34,5","35,2","50,9",16.0,23.0,11.0,"88,9","67,6","100,0"
201410577,"18,6","23,9","10,2",26.0,32.0,9.0,"15,6","14,9","9,8",7.0,5.0,3.0,"77,8","62,5","37,5"
201410586,"3,8","5,1","1,0",64.0,134.0,25.0,"36,4","55,4","58,1",26.0,44.0,4.0,"56,5","93,6","80,0"
201410611,"38,0","20,7","15,0",37.0,33.0,33.0,"10,8","15,9","22,0",5.0,5.0,3.0,"55,6","55,6","30,0"
201410629,"8,2","3,4","2,6",160.0,85.0,76.0,"38,2","48,9","56,7",40.0,47.0,32.0,"78,4","92,2","88,9"
201410656,"13,6","9,5","23,7",30.0,10.0,16.0,"14,7","6,6","11,3",2.0,1.0,0.0,"13,3","6,7","0,0"
201410665,"6,2","6,4","2,5",22.0,35.0,29.0,"17,9","21,9","38,2",11.0,18.0,10.0,"55,0","72,0","76,9"
201490082,"25,8","18,8","22,2",54.0,46.0,36.0,"41,9","40,7","32,4",5.0,4.0,4.0,"100,0","80,0","80,0"
201490083,"4,9","3,0","2,0",47.0,38.0,15.0,"48,5","50,7","35,7",13.0,16.0,2.0,"65,0","72,7","50,0"
201490091,"44,3","30,3","15,6",113.0,46.0,18.0,"25,5","21,7","12,9",6.0,5.0,0.0,"60,0","83,3","0,0"
201490092,"14,8","6,4","3,4",144.0,82.0,54.0,"32,4","38,0","37,5",23.0,29.0,26.0,"76,7","85,3","78,8"
201490093,"33,0","27,6","29,0",46.0,38.0,14.0,"13,9","19,7","6,9",3.0,4.0,0.0,"30,0","80,0","0,0"
201490094,"10,9","5,7","6,1",39.0,40.0,61.0,"18,0","20,5","29,6",8.0,20.0,30.0,"40,0","76,9","88,2"
201490095,"17,5","35,0","17,4",42.0,35.0,9.0,"16,0","20,0","7,4",8.0,1.0,0.0,"53,3","20,0","0,0"
201490098,"53,0","23,3","55,0",81.0,42.0,67.0,"15,3","18,0","13,5",2.0,1.0,4.0,"20,0","11,1","50,0"
201490099,"15,5","10,1","2,8",235.0,165.0,42.0,"38,0","40,9","35,6",28.0,39.0,16.0,"70,0","97,5","88,9"
201490108,"150,3","56,0","32,8",292.0,70.0,48.0,"32,4","17,9","16,3",6.0,2.0,3.0,"100,0","28,6","33,3"
201490136,,"5,7","5,6",,359.0,339.0,,"49,7","47,7",,103.0,124.0,,"81,1","97,6"
201490143,,"7,1","2,0",,43.0,25.0,,"28,9","36,2",,16.0,8.0,,"76,2","88,9"
201490157,,"1,3","1,8",,1.0,3.0,,"11,1","33,3",,1.0,2.0,,"33,3","66,7"
201490206,,,"4,6",,,51.0,,,"56,0",,,20.0,,,"100,0"
201490213,,,"6,8",,,90.0,,,"60,0",,,22.0,,,"100,0"
201490220,,,"32,0",,,27.0,,,"14,1",,,0.0,,,"0,0"
201490227,,,"9,2",,,120.0,,,"52,4",,,25.0,,,"100,0"
201490234,,,"27,7",,,50.0,,,"18,1",,,4.0,,,"44,4"
201490241,,,"3,4",,,59.0,,,"34,1",,,31.0,,,"86,1"
201490248,,,"3,7",,,32.0,,,"21,5",,,15.0,,,"78,9"
201490255,,,"19,1",,,31.0,,,"23,1",,,2.0,,,"33,3"
201490269,,,"2,0",,,26.0,,,"38,8",,,14.0,,,"93,3"
201490276,,,"10,5",,,35.0,,,"33,3",,,7.0,,,"77,8"
201490290,,,"1,9",,,38.0,,,"39,2",,,20.0,,,"95,2"
201490297,,,"14,8",,,23.0,,,"19,5",,,3.0,,,"42,9"
201490311,,,"4,8",,,55.0,,,"30,4",,,30.0,,,"78,9"
201490318,,,"9,4",,,24.0,,,"23,3",,,3.0,,,"33,3"
201490325,,,"0,8",,,11.0,,,"68,8",,,6.0,,,"85,7"
201490332,,,"19,0",,,29.0,,,"25,4",,,2.0,,,"40,0"
201490339,,,"1,3",,,16.0,,,"50,0",,,13.0,,,"86,7"
209010015,"40,6","29,6","23,7",35.0,24.0,24.0,"17,2","16,2","16,9",2.0,2.0,2.0,"40,0","40,0","40,0"
209010016,"11,3","10,8","5,6",43.0,62.0,51.0,"19,1","27,3","29,5",9.0,21.0,24.0,"45,0","100,0","77,4"
209010027,"27,8","16,5","20,9",38.0,20.0,25.0,"17,1","12,1","17,1",1.0,2.0,1.0,"12,5","22,2","16,7"
209010028,"11,0","12,5","5,8",63.0,168.0,52.0,"12,2","26,4","26,5",12.0,46.0,28.0,"25,5","90,2","82,4"
209010030,"60,8","22,2","43,5",32.0,20.0,49.0,"10,5","15,0","18,8",2.0,2.0,1.0,"40,0","40,0","20,0"
209010031,"12,1","19,8","11,4",24.0,139.0,77.0,"7,9","23,4","26,9",4.0,22.0,21.0,"16,0","73,3","84,0"
209010033,"35,1","32,8","34,6",57.0,76.0,90.0,"14,8","19,3","18,6",5.0,5.0,2.0,"45,5","41,7","14,3"
209010034,"11,1","23,2","11,5",94.0,557.0,295.0,"14,4","40,7","35,7",12.0,46.0,66.0,"20,3","78,0","91,7"
209010043,"26,2","27,7","32,8",30.0,30.0,19.0,"19,1","18,1","11,6",2.0,1.0,0.0,"33,3","20,0","0,0"
209010044,"2,0","16,1","4,2",7.0,151.0,27.0,"14,9","37,6","26,0",5.0,14.0,18.0,"20,8","56,0","85,7"
209010053,"39,0","24,8","24,7",42.0,29.0,45.0,"21,5","23,4","30,4",2.0,4.0,2.0,"40,0","80,0","33,3"
209010054,"11,8","12,5","7,5",32.0,61.0,73.0,"13,6","23,3","31,2",7.0,21.0,26.0,"35,0","100,0","83,9"
209010058,"33,8","37,7","36,3",26.0,41.0,52.0,"9,6","12,1","11,9",1.0,4.0,0.0,"12,5","50,0","0,0"
209010059,"9,4","16,5","6,8",51.0,239.0,133.0,"12,9","34,6","30,6",13.0,33.0,50.0,"31,0","78,6","78,1"
209010073,"5,4","10,5","3,8",11.0,51.0,22.0,"10,3","19,4","18,8",6.0,17.0,8.0,"30,0","68,0","72,7"
209010074,"29,1","19,1","19,8",32.0,26.0,22.0,"13,7","13,6","11,1",1.0,3.0,5.0,"12,5","33,3","55,6"
209010075,"4,6","7,1","3,3",23.0,119.0,52.0,"12,2","33,5","29,1",15.0,48.0,35.0,"36,6","96,0","87,5"
209010076,"72,8","52,3","38,3",163.0,57.0,61.0,"28,0","15,6","22,8",5.0,2.0,3.0,"62,5","33,3","50,0"
209010080,"45,2","21,8","17,9",87.0,52.0,59.0,"21,4","19,8","25,3",3.0,4.0,1.0,"33,3","36,4","9,1"
209010081,"8,6","9,0","4,3",84.0,184.0,105.0,"19,0","34,6","34,4",16.0,51.0,66.0,"31,4","86,4","93,0"
209010082,"35,6","23,2","21,5",28.0,23.0,33.0,"15,7","16,5","25,6",0.0,3.0,0.0,,"60,0","0,0"
209010083,"7,8","10,8","4,9",28.0,56.0,40.0,"17,9","20,7","26,3",6.0,18.0,14.0,"30,0","72,0","66,7"
209010089,"44,2","21,9","49,1",39.0,17.0,62.0,"14,7","11,1","18,0",1.0,0.0,1.0,"16,7",,"14,3"
209010090,"5,9","17,1","9,9",21.0,188.0,110.0,"10,6","32,4","32,7",10.0,28.0,28.0,"29,4","82,4","82,4"
209010091,"64,7","12,5","19,8",18.0,7.0,15.0,"9,3","9,3","12,6",2.0,1.0,0.0,"66,7","20,0","0,0"
209010092,"7,9","14,6","4,2",15.0,84.0,38.0,"11,2","23,0","29,5",4.0,18.0,26.0,"23,5","72,0","86,7"
209010093,"39,8","24,7","28,8",35.0,35.0,50.0,"14,6","15,8","19,3",3.0,3.0,0.0,"50,0","37,5","0,0"
209010094,"7,7","16,6","6,3",29.0,255.0,96.0,"11,1","36,6","32,0",2.0,36.0,38.0,"5,9","85,7","79,2"
209010107,"38,0","21,5","17,3",21.0,22.0,17.0,"11,1","17,1","16,3",0.0,2.0,1.0,,"40,0","20,0"
209010135,"101,8","26,4","15,6",347.0,38.0,22.0,"37,9","14,4","15,7",3.0,4.0,1.0,"33,3","44,4","12,5"
209010156,"75,2","28,9","42,5",91.0,31.0,45.0,"20,2","11,9","17,6",1.0,2.0,0.0,"16,7","25,0","0,0"
209010170,"83,4","16,7","14,2",100.0,23.0,12.0,"24,0","23,0","14,1",2.0,2.0,0.0,"40,0","40,0","0,0"
209010177,"7,8","15,5","4,7",18.0,83.0,37.0,"11,5","21,4","25,3",6.0,23.0,20.0,"30,0","92,0","80,0"
209010219,,"34,7","45,5",,65.0,16.0,,"26,7","8,8",,1.0,0.0,,"16,7","0,0"
209010233,,,"11,8",,,72.0,,,"24,5",,,21.0,,,"84,0"
209010240,,,"7,1",,,12.0,,,"9,9",,,10.0,,,"62,5"
209010247,,,"23,5",,,31.0,,,"22,0",,,1.0,,,"20,0"
209010254,,,"9,7",,,87.0,,,"28,8",,,26.0,,,"83,9"
209010261,,,"8,1",,,103.0,,,"36,4",,,33.0,,,"94,3"
209010268,,,"3,9",,,63.0,,,"33,7",,,36.0,,,"97,3"
209010289,,,"51,0",,,61.0,,,"19,9",,,2.0,,,"40,0"
209010296,,,"3,1",,,17.0,,,"22,1",,,12.0,,,"92,3"
103910028,"10,6","8,8","1,3",30.0,29.0,0.0,"9,1","8,4","0,0",11.0,15.0,0.0,"35,5","38,5","0,0"
103910037,"14,6","19,5","6,2",255.0,397.0,38.0,"33,6","31,3","13,6",31.0,25.0,20.0,"59,6","38,5","44,4"
103910046,"22,5","23,6","18,9",312.0,509.0,322.0,"26,6","28,0","29,9",24.0,37.0,26.0,"46,2","48,1","45,6"
103910055,"12,7","12,2","7,7",144.0,204.0,108.0,"21,8","25,8","31,1",24.0,26.0,33.0,"46,2","40,0","73,3"
103910064,"19,5","28,1","7,7",263.0,428.0,106.0,"26,0","23,5","24,2",24.0,35.0,34.0,"46,2","53,8","59,6"
103910082,"25,5","15,1","12,7",111.0,145.0,49.0,"20,7","24,0","14,3",8.0,20.0,7.0,"38,1","50,0","25,9"
103910125,"23,6","15,0","14,4",74.0,109.0,76.0,"12,1","18,1","16,5",3.0,11.0,9.0,"11,5","27,5","28,1"
103910134,"29,7","26,0","16,6",196.0,235.0,111.0,"21,3","22,6","24,8",13.0,16.0,11.0,"41,9","41,0","40,7"
103910188,"10,3","12,3","12,8",103.0,218.0,107.0,"16,1","22,4","18,6",29.0,52.0,22.0,"46,8","65,8","48,9"
103910197,"26,3","28,1","12,8",316.0,518.0,285.0,"12,9","15,9","20,6",15.0,23.0,39.0,"16,1","19,8","36,1"
103910213,"8,3","11,1","17,1",49.0,102.0,144.0,"7,2","9,0","12,4",16.0,22.0,12.0,"19,5","21,6","17,6"
103910222,"1,9","3,1","6,4",20.0,18.0,39.0,"14,6","11,3","15,3",12.0,14.0,15.0,"46,2","48,3","37,5"
103910258,"3,9","5,8","16,5",2.0,11.0,40.0,"1,7","4,9","6,1",0.0,7.0,1.0,,"18,4","2,5"
103910364,"13,8","17,0","17,0",558.0,981.0,842.0,"18,8","21,4","20,8",146.0,111.0,93.0,"67,6","41,3","39,2"
103910373,"19,2","15,0","26,7",590.0,801.0,588.0,"24,9","34,2","24,5",54.0,66.0,20.0,"43,9","42,3","22,2"
103910434,"23,5","13,0","8,9",161.0,207.0,126.0,"32,7","39,7","35,5",17.0,25.0,24.0,"81,0","62,5","60,0"
103910443,"36,5","35,1","16,8",684.0,826.0,203.0,"30,2","30,5","25,1",42.0,40.0,20.0,"67,7","51,9","41,7"
103910452,"4,7","7,1","6,5",5.0,12.0,14.0,"5,1","4,3","5,4",4.0,4.0,5.0,"19,0","10,5","12,5"
103910479,"12,3","13,7","14,5",115.0,197.0,113.0,"15,1","18,3","17,3",24.0,35.0,17.0,"38,7","44,3","37,8"
103910504,,,"6,4",,,5.0,,,"3,4",,,1.0,,,"4,3"
103910549,,,"0,7",,,0.0,,,"0,0",,,0.0,,,"0,0"
103910567,,,"4,8",,,1.0,,,"1,7",,,0.0,,,"0,0"
103910576,,,"0,8",,,0.0,,,"0,0",,,0.0,,,"0,0"
103910585,"19,3","18,3","7,7",426.0,752.0,247.0,"26,9","32,6","28,9",34.0,42.0,44.0,"41,5","33,3","39,6"
103910594,"25,9","20,8","9,9",93.0,121.0,51.0,"17,1","18,8","19,1",6.0,9.0,4.0,"28,6","29,0","14,8"
103910601,"21,6","16,9","19,8",195.0,265.0,275.0,"22,1","23,3","24,4",29.0,40.0,33.0,"70,7","59,7","57,9"
103910628,"11,8","10,7","13,8",251.0,293.0,230.0,"26,0","26,4","29,2",56.0,75.0,30.0,"68,3","72,1","52,6"
103910637,"9,3","12,6","5,8",103.0,152.0,65.0,"55,7","60,6","56,0",11.0,12.0,13.0,"55,0","60,0","65,0"
103910646,"4,8","4,6","12,8",3.0,19.0,51.0,"2,0","8,1","8,8",0.0,7.0,9.0,,"14,3","20,0"
103910707,"17,2","12,5","16,6",150.0,164.0,201.0,"21,2","19,6","21,2",27.0,29.0,25.0,"65,9","43,3","43,9"
103910716,"12,5","8,8","7,5",669.0,741.0,321.0,"26,1","32,5","30,1",107.0,182.0,102.0,"52,2","70,0","71,3"
103910725,"9,3","15,6","17,4",96.0,228.0,122.0,"16,6","18,5","15,6",20.0,43.0,26.0,"32,3","54,4","57,8"
103910743,"6,1","7,6","5,6",64.0,70.0,64.0,"20,9","14,8","19,2",22.0,10.0,17.0,"44,0","16,1","28,3"
103910752,"2,8","5,5","3,8",10.0,9.0,16.0,"27,8","10,2","21,3",5.0,3.0,7.0,"38,5","18,8","35,0"
103910822,"36,6","21,2","15,1",487.0,420.0,267.0,"25,6","29,6","28,0",30.0,47.0,46.0,"57,7","70,1","73,0"
103910831,"33,0","30,0","12,3",502.0,755.0,321.0,"24,5","32,7","32,9",18.0,25.0,43.0,"29,0","32,5","54,4"
103910858,"1,6","2,2","4,8",16.0,17.0,13.0,"10,9","17,3","14,1",11.0,11.0,5.0,"55,0","45,8","35,7"
103910867,"26,6","36,1","41,2",361.0,583.0,488.0,"14,6","13,9","17,4",54.0,8.0,4.0,"58,1","6,9","5,9"
103910876,"22,5","22,4","22,8",402.0,567.0,204.0,"28,8","32,0","28,8",20.0,40.0,8.0,"32,3","50,6","25,8"
103910885,"58,8","59,9","49,4",658.0,959.0,706.0,"15,5","17,4","18,1",30.0,34.0,12.0,"41,7","37,0","15,2"
103910894,"35,1","42,9","39,8",1525.0,2292.0,1649.0,"32,4","31,3","36,7",94.0,121.0,77.0,"70,1","70,8","68,1"
103910919,"15,0","14,3","12,2",175.0,222.0,134.0,"22,5","23,2","24,5",16.0,33.0,18.0,"30,8","49,3","40,0"
103910928,"9,1","11,6","13,2",45.0,75.0,112.0,"16,0","12,4","18,8",11.0,19.0,15.0,"35,5","36,5","33,3"
103910937,"19,9","14,4","24,6",309.0,355.0,243.0,"25,1","26,8","29,1",32.0,48.0,18.0,"51,6","52,2","52,9"
103990108,"12,8","10,4","22,8",171.0,189.0,250.0,"21,5","19,7","19,2",32.0,47.0,22.0,"51,6","51,1","38,6"
103990109,"34,4","25,5","31,0",500.0,646.0,432.0,"23,4","32,8","30,9",45.0,48.0,25.0,"72,6","62,3","55,6"
103990110,"11,3","16,4","9,6",171.0,274.0,102.0,"24,3","21,7","18,6",32.0,38.0,22.0,"51,6","49,4","38,6"
103990111,,,,,,,,,,,,,,,
103990113,"46,5","27,3","28,1",575.0,500.0,343.0,"19,9","23,2","20,7",17.0,32.0,8.0,"27,4","40,5","13,6"
103990153,"5,8","9,5","6,8",63.0,143.0,100.0,"17,6","19,1","19,9",30.0,40.0,33.0,"48,4","50,6","44,6"
103990181,"15,3","19,2","29,3",248.0,412.0,391.0,"31,1","33,1","29,7",22.0,21.0,5.0,"42,3","32,3","11,1"
103990182,"17,0","22,5","21,8",282.0,505.0,410.0,"32,0","34,5","29,9",13.0,16.0,9.0,"25,0","24,6","14,3"
103990239,"55,0","12,1","18,8",239.0,89.0,77.0,"19,8","25,4","27,3",18.0,25.0,9.0,"81,8","89,3","60,0"
103990241,"0,5","0,6","0,5",0.0,1.0,2.0,,"12,5","33,3",0.0,,,,,
103990273,,"46,5","57,4",,532.0,240.0,,"22,4","12,3",,4.0,1.0,,"7,8","2,9"
103990280,,"12,7","11,4",,73.0,36.0,,"21,2","16,7",,11.0,9.0,,"40,7","47,4"
103990287,,"11,3","7,9",,51.0,47.0,,"16,8","20,4",,6.0,14.0,,"22,2","48,3"
103990294,,"53,1","17,3",,677.0,266.0,,"31,9","34,1",,14.0,20.0,,"35,0","44,4"
103990308,,"0,4","0,5",,1.0,0.0,,"7,1","0,0",,1.0,,,"50,0",
103990315,,"0,9","4,0",,2.0,6.0,,"5,9","8,3",,2.0,3.0,,"33,3","16,7"
103990322,,"0,4","0,5",,1.0,0.0,,"6,7","0,0",,,0.0,,,"0,0"
103990329,,"37,2","11,4",,623.0,174.0,,"42,9","38,2",,19.0,18.0,,"48,7","45,0"
103990336,,"0,8","2,8",,2.0,1.0,,"6,5","3,0",,1.0,1.0,,"8,3","12,5"
103990343,,"0,8","6,3",,5.0,5.0,,"15,2","6,6",,1.0,1.0,,"50,0","8,3"
103990350,,"2,0","3,3",,3.0,2.0,,"3,8","2,6",,1.0,2.0,,"9,1","8,7"
103990357,,,"7,9",,,105.0,,,"21,0",,,18.0,,,"28,6"
