yop_kodu,bir_kontenjana_talip_olan_aday_sayisi_2025,ilk_uc_sirada_tercih_eden_sayisi_2025,ilk_uc_sirada_tercih_eden_orani_2025,ilk_uc_tercih_olarak_yerlesen_sayisi_2025,ilk_uc_tercih_olarak_yerlesen_orani_2025
210301550,"1,7",13.0,"17,8",9.0,"81,8"
210301557,"18,2",12.0,"11,0",0.0,"0,0"
210301564,"1,2",4.0,"10,5",1.0,"100,0"
210301571,"16,7",20.0,"20,0",2.0,"40,0"
210301578,"1,7",12.0,"22,6",7.0,"100,0"
210301585,"24,9",12.0,"6,9",1.0,"16,7"
210301592,"3,4",32.0,"25,4",13.0,"100,0"
210301599,"17,4",27.0,"15,5",0.0,"0,0"
210301606,"4,4",55.0,"23,3",17.0,"89,5"
210301613,"15,0",22.0,"12,2",0.0,"0,0"
210301620,"4,1",57.0,"21,6",28.0,"90,3"
210301627,"21,3",45.0,"13,2",1.0,"7,1"
210301634,"5,0",139.0,"32,6",50.0,"86,2"
210301641,"25,5",28.0,"11,0",1.0,"11,1"
210301648,"2,6",40.0,"28,0",13.0,"100,0"
210301655,"40,8",43.0,"17,6",2.0,"50,0"
210301662,"3,0",20.0,"21,5",1.0,"25,0"
210301669,"30,3",34.0,"12,5",1.0,"12,5"
210301676,"2,1",22.0,"22,2",8.0,"100,0"
210301683,"42,8",32.0,"15,0",2.0,"50,0"
210301690,"2,8",13.0,"18,8",6.0,"100,0"
210301711,"17,0",27.0,"15,9",3.0,"33,3"
210301718,"1,8",27.0,"27,6",12.0,"92,3"
210301725,"12,9",13.0,"11,2",1.0,"14,3"
210301732,"1,3",5.0,"8,3",2.0,"66,7"
210301739,"54,1",98.0,"13,9",0.0,"0,0"
210301746,"0,7",7.0,"14,3",4.0,"100,0"
210301753,"32,6",42.0,"9,9",0.0,"0,0"
210301760,"1,4",10.0,"10,1",3.0,"75,0"
210301781,"34,0",18.0,"10,6",0.0,"0,0"
210301788,"2,4",12.0,"20,0",3.0,"60,0"
210301795,"40,8",43.0,"13,2",0.0,"0,0"
210301802,"2,1",25.0,"28,4",11.0,"91,7"
210301809,"33,2",39.0,"11,7",2.0,"22,2"
210301816,"2,9",36.0,"22,8",14.0,"87,5"
210301823,"17,0",17.0,"10,0",1.0,"11,1"
210301830,"4,0",72.0,"35,0",15.0,"83,3"
210301837,"15,6",20.0,"12,8",1.0,"11,1"
210301844,"3,3",44.0,"26,5",18.0,"90,0"
210301851,"19,6",20.0,"14,6",1.0,"16,7"
210301858,"11,4",143.0,"37,0",32.0,"94,1"
210301865,"19,1",19.0,"14,2",1.0,"16,7"
210301872,"7,7",92.0,"35,2",31.0,"91,2"
210301893,"30,0",11.0,"9,2",1.0,"25,0"
210301900,"1,3",3.0,"12,0",0.0,"0,0"
210301907,"24,2",22.0,"18,2",0.0,"0,0"
210301914,"2,4",20.0,"33,3",18.0,"85,7"
210301935,"21,7",13.0,"10,0",0.0,"0,0"
210301942,"2,2",14.0,"20,6",4.0,"80,0"
210301949,"23,5",11.0,"11,7",1.0,"25,0"
210301956,"1,4",5.0,"18,5",0.0,"0,0"
210301963,"23,5",10.0,"10,6",0.0,"0,0"
210301970,"2,1",9.0,"22,0",5.0,"83,3"
210301977,"35,2",58.0,"12,7",3.0,"27,3"
210301984,"0,6",4.0,"9,3",2.0,"100,0"
210301991,"17,8",13.0,"12,1",0.0,"0,0"
210301998,"9,0",82.0,"29,5",25.0,"80,6"
210302005,"26,2",20.0,"12,7",2.0,"40,0"
210302012,"4,6",50.0,"36,5",20.0,"100,0"
210302019,"45,7",39.0,"14,2",0.0,"0,0"
210302026,"8,5",63.0,"25,6",21.0,"72,4"
210302033,"33,9",53.0,"12,0",2.0,"16,7"
210302040,"11,0",270.0,"36,1",62.0,"91,2"
210302047,"31,7",15.0,"7,9",0.0,"0,0"
210302054,"1,8",7.0,"12,7",1.0,"50,0"
210302061,"56,6",149.0,"26,3",1.0,"11,1"
210302068,"6,5",128.0,"38,4",41.0,"80,4"
210401725,"53,0",66.0,"12,5",0.0,"0,0"
210401732,"1,0",13.0,"26,5",12.0,"70,6"
210401739,"45,6",45.0,"14,1",0.0,"0,0"
210401746,"1,4",13.0,"27,7",10.0,"66,7"
210401753,"21,1",34.0,"16,1",0.0,"0,0"
210401760,"32,0",10.0,"31,3",0.0,"0,0"
210401767,"5,7",107.0,"37,3",43.0,"86,0"
210401774,"19,7",42.0,"17,8",3.0,"27,3"
210401781,"26,0",3.0,"11,5",,
210401788,"3,8",80.0,"33,2",29.0,"82,9"
210401795,"24,3",70.0,"24,0",2.0,"18,2"
210401802,"31,0",9.0,"29,0",0.0,"0,0"
210401809,"4,1",103.0,"41,7",48.0,"80,0"
210401816,"17,3",57.0,"27,5",6.0,"54,5"
210401823,"23,0",8.0,"34,8",1.0,"100,0"
210401830,"3,0",81.0,"45,0",45.0,"75,0"
210401837,"17,2",49.0,"19,0",1.0,"7,7"
210401844,"14,0",6.0,"42,9",1.0,"100,0"
210401851,"2,2",59.0,"35,8",40.0,"76,9"
210401858,"16,3",43.0,"17,6",4.0,"30,8"
210401865,"16,0",6.0,"37,5",1.0,"100,0"
210401872,"2,5",69.0,"36,5",35.0,"71,4"
210401879,"24,1",56.0,"17,9",2.0,"18,2"
210401886,"49,0",14.0,"28,6",0.0,"0,0"
210401893,"6,6",173.0,"37,5",55.0,"78,6"
210401900,"16,7",42.0,"16,7",1.0,"7,7"
210401907,"39,0",7.0,"17,9",0.0,"0,0"
210401914,"4,5",104.0,"30,5",60.0,"80,0"
210401921,"24,8",86.0,"23,1",3.0,"23,1"
210401928,"44,0",13.0,"29,5",1.0,"100,0"
210401935,"2,3",66.0,"35,9",44.0,"81,5"
210401942,"15,5",42.0,"20,8",3.0,"27,3"
210401949,"15,0",4.0,"26,7",1.0,"100,0"
210401956,"1,5",32.0,"32,0",19.0,"86,4"
210401963,"20,8",46.0,"17,0",1.0,"9,1"
210401970,"25,0",8.0,"32,0",,
210401977,"2,9",62.0,"32,5",37.0,"80,4"
210401984,"19,2",25.0,"14,5",1.0,"12,5"
210401991,"8,0",3.0,"37,5",,
210401998,"1,7",17.0,"23,9",10.0,"76,9"
210402005,"16,3",29.0,"19,7",0.0,"0,0"
210402012,"10,0",3.0,"30,0",1.0,"100,0"
210402019,"2,4",28.0,"28,3",11.0,"78,6"
210402026,"10,3",22.0,"17,7",2.0,"18,2"
210402033,"17,0",1.0,"5,9",,
210402040,"3,3",64.0,"33,5",23.0,"82,1"
210402047,"19,5",46.0,"19,7",3.0,"27,3"
210402054,"31,0",12.0,"38,7",1.0,"100,0"
210402061,"5,5",123.0,"38,4",51.0,"87,9"
210402068,"19,5",57.0,"22,4",3.0,"27,3"
210402075,"45,0",7.0,"15,6",0.0,"0,0"
210402082,"4,1",110.0,"41,0",54.0,"87,1"
210402089,"11,2",37.0,"27,6",5.0,"45,5"
210402096,"24,0",3.0,"12,5",1.0,"100,0"
210402103,"2,4",46.0,"32,9",24.0,"82,8"
210402110,"14,9",54.0,"22,6",5.0,"35,7"
210402117,"30,0",7.0,"23,3",,
210402124,"2,9",77.0,"31,6",48.0,"73,8"
210402131,"11,3",33.0,"18,2",4.0,"28,6"
210402145,"1,8",36.0,"23,4",19.0,"52,8"
210402152,"24,7",46.0,"12,4",3.0,"20,0"
210402159,"13,0",1.0,"7,7",,
210402166,"1,6",29.0,"22,7",17.0,"38,6"
210402173,"24,6",7.0,"5,7",0.0,"0,0"
210402180,"2,4",14.0,"29,2",7.0,"58,3"
210402187,"14,9",18.0,"12,1",1.0,"11,1"
210402194,"11,0",3.0,"27,3",,
210402201,"1,6",16.0,"19,5",15.0,"65,2"
210402208,"15,3",19.0,"11,3",1.0,"9,1"
210402215,"14,6",6.0,"3,7",0.0,"0,0"
210402222,"13,3",15.0,"10,3",0.0,"0,0"
210402229,"10,3",15.0,"13,3",5.0,"45,5"
210402236,"7,0",9.0,"11,7",0.0,"0,0"
210402243,"35,6",90.0,"12,7",2.0,"11,8"
210402250,"12,0",2.0,"16,7",,
210402257,"0,9",22.0,"22,4",18.0,"50,0"
210402264,"26,7",25.0,"13,4",1.0,"16,7"
210402271,"17,0",1.0,"5,9",,
210402278,"3,7",32.0,"26,4",17.0,"70,8"
210402285,"31,0",36.0,"12,9",0.0,"0,0"
210402292,"15,0",3.0,"20,0",,
210402299,"3,6",42.0,"28,2",26.0,"63,4"
210402306,"32,0",44.0,"17,2",0.0,"0,0"
210402313,"30,0",6.0,"20,0",0.0,"0,0"
210402320,"5,8",65.0,"28,5",32.0,"82,1"
210402327,"25,9",69.0,"14,8",2.0,"11,8"
210402334,"37,0",10.0,"27,0",0.0,"0,0"
210402341,"2,0",50.0,"27,2",41.0,"47,1"
210402348,"33,4",60.0,"15,0",1.0,"8,3"
210402355,"24,0",6.0,"25,0",,
210402362,"2,1",33.0,"25,8",24.0,"75,0"
210402369,"12,1",19.0,"13,1",1.0,"9,1"
210402376,"24,0",5.0,"20,8",,
210402383,"2,2",43.0,"33,1",34.0,"69,4"
210402390,"13,1",67.0,"30,0",11.0,"73,3"
210402397,"15,0",5.0,"33,3",1.0,"100,0"
210402404,"2,1",85.0,"44,7",61.0,"82,4"
210402411,"33,3",46.0,"19,7",2.0,"33,3"
210402425,"6,1",60.0,"30,9",26.0,"81,3"
210402432,"19,1",24.0,"17,9",2.0,"33,3"
210402439,"5,4",51.0,"31,7",23.0,"76,7"
210402446,"10,0",22.0,"20,0",2.0,"20,0"
210402453,"27,0",8.0,"29,6",,
210402460,"2,0",36.0,"32,4",15.0,"71,4"
210402467,"14,3",58.0,"33,9",3.0,"30,0"
210402474,"34,0",9.0,"26,5",0.0,"0,0"
210402481,"3,8",84.0,"37,8",49.0,"84,5"
210402488,"23,1",53.0,"22,9",5.0,"50,0"
210402495,"39,0",2.0,"5,1",0.0,"0,0"
210402502,"4,0",75.0,"37,9",30.0,"60,0"
210402509,"46,4",85.0,"26,2",2.0,"28,6"
210402516,"7,0",151.0,"54,1",36.0,"90,0"
210402523,"25,3",94.0,"26,6",7.0,"50,0"
210402530,"45,0",13.0,"28,9",1.0,"100,0"
210402537,"3,1",97.0,"42,2",57.0,"76,0"
210402544,"28,0",63.0,"14,1",1.0,"7,1"
210402551,"0,8",15.0,"23,1",15.0,"62,5"
210402558,"10,1",27.0,"26,7",5.0,"55,6"
210402565,"6,0",4.0,"66,7",,
210402572,"1,1",17.0,"32,1",9.0,"75,0"
210402579,"16,3",26.0,"16,0",2.0,"22,2"
210402586,"36,0",6.0,"16,7",1.0,"100,0"
210402593,"6,1",106.0,"34,9",39.0,"78,0"
210402705,"28,4",31.0,"12,1",2.0,"25,0"
210402712,"26,0",2.0,"7,7",,
210402719,"5,6",75.0,"32,5",34.0,"91,9"
210402726,"25,3",37.0,"16,2",1.0,"12,5"
210402733,"21,0",2.0,"9,5",,
210402740,"4,0",49.0,"29,5",22.0,"78,6"
210402747,"18,9",35.0,"15,4",0.0,"0,0"
210402754,"40,0",7.0,"17,5",1.0,"100,0"
210402761,"4,1",77.0,"31,7",36.0,"75,0"
210402768,"6,3",17.0,"22,7",3.0,"27,3"
210402775,"16,0",3.0,"18,8",,
210402782,"1,6",26.0,"26,5",14.0,"87,5"
210402789,"9,1",20.0,"18,3",2.0,"18,2"
210402796,"18,0",4.0,"22,2",,
210402803,"2,4",34.0,"23,6",26.0,"89,7"
210402810,"26,8",48.0,"15,0",2.0,"16,7"
210402817,"33,0",2.0,"6,1",,
210402824,"5,6",84.0,"25,7",31.0,"86,1"
300110043,,,,,
300110052,"0,5",1.0,"25,0",,
300110061,"3,4",53.0,"85,5",18.0,"100,0"
300110079,"16,8",56.0,"41,8",5.0,"62,5"
300110097,"0,6",10.0,"71,4",6.0,"100,0"
300110104,"9,6",13.0,"16,9",3.0,"37,5"
300110113,"0,2",3.0,"100,0",2.0,"100,0"
300110122,"7,0",15.0,"21,4",5.0,"50,0"
300110131,"0,6",10.0,"83,3",7.0,"100,0"
300110167,"0,1",2.0,"100,0",,
300110176,"5,4",7.0,"25,9",3.0,"60,0"
300110237,"8,9",140.0,"87,5",18.0,"100,0"
300110246,"14,6",65.0,"37,1",6.0,"50,0"
300110264,"0,3",3.0,"60,0",1.0,"100,0"
300110282,"10,5",19.0,"30,2",3.0,"50,0"
300110307,"5,8",14.0,"30,4",6.0,"75,0"
300110325,"3,1",85.0,"81,0",34.0,"100,0"
300110334,"11,0",42.0,"11,5",3.0,"9,1"
300110379,"8,8",20.0,"25,3",5.0,"55,6"
300110449,"9,9",29.0,"26,6",6.0,"54,5"
300110458,"2,1",31.0,"75,6",16.0,"100,0"
300110467,"18,6",45.0,"34,6",4.0,"57,1"
300110485,"7,7",21.0,"24,7",5.0,"45,5"
300110501,"11,3",7.0,"20,6",2.0,"66,7"
300110537,"0,8",11.0,"91,7",5.0,"100,0"
300110546,"13,6",21.0,"19,3",2.0,"25,0"
300110582,"5,9",6.0,"11,3",3.0,"33,3"
300110625,"11,1",26.0,"23,4",1.0,"10,0"
300110643,"4,0",8.0,"22,2",4.0,"44,4"
300110652,"0,9",12.0,"80,0",7.0,"100,0"
300110661,"15,7",24.0,"21,8",3.0,"42,9"
300110688,"13,0",19.0,"20,9",3.0,"42,9"
300110697,"0,1",1.0,"100,0",1.0,"100,0"
300110704,"4,8",6.0,"25,0",2.0,"40,0"
300110722,"13,9",14.0,"14,4",5.0,"71,4"
300111174,"6,3",7.0,"15,9",3.0,"42,9"
300111208,"10,7",17.0,"14,4",3.0,"27,3"
300111438,"4,6",54.0,"48,6",22.0,"91,7"
300111474,"0,5",1.0,"20,0",1.0,"100,0"
300111492,"1,5",8.0,"28,6",1.0,"50,0"
300111517,,,,,
300111614,"20,8",25.0,"20,0",0.0,"0,0"
300111623,"1,7",12.0,"63,2",1.0,"50,0"
300111968,"2,0",26.0,"65,0",19.0,"100,0"
300111977,"3,3",61.0,"88,4",21.0,"100,0"
300111986,"6,9",226.0,"81,6",40.0,"100,0"
300111995,"30,3",55.0,"25,9",3.0,"42,9"
300112003,"9,1",41.0,"26,6",9.0,"52,9"
300112021,"36,2",127.0,"25,0",1.0,"7,1"
300112066,"15,3",16.0,"15,0",1.0,"14,3"
300112084,"1,5",2.0,"66,7",1.0,"100,0"
300112093,"22,0",3.0,"13,6",1.0,"100,0"
300112118,"1,3",2.0,"50,0",2.0,"100,0"
300112127,"11,2",14.0,"25,0",4.0,"80,0"
300112136,"5,5",1.0,"9,1",,
300112154,"2,3",19.0,"67,9",11.0,"91,7"
300112163,"12,2",29.0,"39,7",3.0,"50,0"
300112251,"23,7",36.0,"25,4",2.0,"33,3"
300112269,"7,1",22.0,"22,0",8.0,"57,1"
300112296,"1,0",9.0,"69,2",5.0,"83,3"
300112454,"7,3",23.0,"31,5",10.0,"100,0"
300112472,"4,3",62.0,"57,9",24.0,"96,0"
300112481,"46,8",63.0,"26,9",1.0,"20,0"
300112499,"68,2",85.0,"24,9",1.0,"20,0"
300112506,"5,6",117.0,"84,2",25.0,"100,0"
300112542,"18,8",90.0,"36,9",5.0,"38,5"
300112612,"1,1",15.0,"75,0",6.0,"100,0"
300112621,"12,8",18.0,"23,4",2.0,"33,3"
300112639,"3,6",8.0,"14,8",3.0,"75,0"
300112648,"1,0",17.0,"85,0",7.0,"100,0"
300112657,"14,4",29.0,"28,7",2.0,"28,6"
300112666,"4,5",68.0,"72,3",21.0,"100,0"
300112675,"30,9",38.0,"15,4",0.0,"0,0"
300112718,"4,1",22.0,"31,4",12.0,"70,6"
300112763,"9,0",100.0,"69,4",16.0,"100,0"
300112772,"24,3",62.0,"36,5",2.0,"28,6"
300112781,"12,7",59.0,"38,8",10.0,"83,3"
300112799,"6,0",29.0,"30,2",12.0,"75,0"
300112806,"3,5",44.0,"74,6",17.0,"100,0"
300112815,"17,1",46.0,"38,3",4.0,"57,1"
300190309,"19,3",54.0,"31,0",3.0,"33,3"
300190311,"3,9",97.0,"85,8",29.0,"100,0"
300190312,"4,9",11.0,"28,2",6.0,"75,0"
300190314,"0,4",3.0,"100,0",1.0,"100,0"
300190315,"38,1",42.0,"12,2",0.0,"0,0"
300190316,"4,7",42.0,"42,4",17.0,"81,0"
300190317,"0,4",0.0,"0,0",0.0,"0,0"
300190320,"7,7",128.0,"39,6",39.0,"92,9"
300190321,"3,6",79.0,"43,6",46.0,"92,0"
300190349,"16,6",247.0,"41,4",34.0,"94,4"
300190353,"8,1",45.0,"21,3",10.0,"38,5"
300190372,"25,0",3.0,"12,0",0.0,"0,0"
300190395,"47,7",46.0,"16,1",1.0,"16,7"
300190396,"13,7",89.0,"34,2",4.0,"21,1"
300190397,"1,3",32.0,"84,2",17.0,"94,4"
300190398,"9,3",30.0,"26,8",3.0,"25,0"
300190399,"7,6",25.0,"36,8",8.0,"88,9"
300190400,"0,4",8.0,"80,0",5.0,"100,0"
300190401,"7,8",19.0,"27,1",5.0,"55,6"
300190402,"0,2",0.0,"0,0",,
300190403,"1,7",23.0,"74,2",13.0,"100,0"
300190404,"14,2",25.0,"35,2",4.0,"80,0"
300190405,"8,1",32.0,"33,0",8.0,"66,7"
300190407,"9,2",27.0,"26,7",7.0,"63,6"
300190408,"0,7",8.0,"80,0",5.0,"100,0"
300190409,"9,8",32.0,"36,4",6.0,"66,7"
300190410,"2,0",47.0,"87,0",27.0,"100,0"
300190411,"16,3",49.0,"37,7",6.0,"75,0"
300190412,"3,9",27.0,"34,6",12.0,"92,3"
300190413,"13,0",5.0,"19,2",2.0,"100,0"
300190417,"2,2",39.0,"69,6",22.0,"100,0"
300190418,"13,1",24.0,"22,9",5.0,"62,5"
300190419,"3,4",26.0,"45,6",2.0,"66,7"
300190420,"6,0",57.0,"63,3",14.0,"93,3"
300190423,"4,6",47.0,"23,7",18.0,"69,2"
300190424,"0,3",1.0,"33,3",,
300190425,"0,9",5.0,"41,7",4.0,"80,0"
300190426,"6,9",18.0,"26,1",7.0,"70,0"
300190427,"0,8",4.0,"40,0",1.0,"100,0"
300190428,"0,5",6.0,"75,0",3.0,"100,0"
300190429,"14,3",20.0,"17,5",2.0,"25,0"
300190430,"14,2",14.0,"19,7",3.0,"60,0"
300190431,"9,8",14.0,"17,9",4.0,"50,0"
300190432,"10,6",11.0,"14,9",4.0,"57,1"
300190433,"9,7",26.0,"24,3",8.0,"72,7"
300190434,"2,8",41.0,"85,4",17.0,"100,0"
300190435,"11,2",45.0,"40,2",6.0,"60,0"
300190436,"1,9",16.0,"59,3",9.0,"100,0"
300190437,"14,9",26.0,"21,8",6.0,"75,0"
300190438,"11,6",29.0,"31,2",4.0,"50,0"
300190439,"0,5",9.0,"90,0",1.0,"100,0"
300190440,"1,3",4.0,"17,4",1.0,"100,0"
300190441,"1,3",43.0,"89,6",24.0,"100,0"
300190442,"3,2",23.0,"38,3",10.0,"100,0"
300190443,"0,1",1.0,"100,0",,
300190444,"0,3",0.0,"0,0",,
300190445,"2,8",6.0,"21,4",3.0,"75,0"
300190446,"1,6",22.0,"73,3",8.0,"100,0"
300190447,"3,5",12.0,"26,7",6.0,"75,0"
300190454,"16,5",159.0,"43,8",7.0,"31,8"
300190455,"1,3",7.0,"77,8",4.0,"100,0"
300190456,"15,7",21.0,"44,7",2.0,"66,7"
300190457,"3,4",9.0,"52,9",4.0,"80,0"
300190461,"17,2",20.0,"23,3",3.0,"60,0"
300190462,"7,8",11.0,"28,2",3.0,"60,0"
300190464,"11,7",9.0,"25,7",0.0,"0,0"
300190465,,,,,
300190466,"4,2",3.0,"14,3",1.0,"33,3"
300190467,"4,1",8.0,"24,2",5.0,"100,0"
300190468,"13,0",11.0,"21,2",3.0,"75,0"
300190469,"4,8",4.0,"10,5",2.0,"100,0"
300190470,"4,0",12.0,"60,0",4.0,"80,0"
300190471,"3,6",18.0,"35,3",8.0,"100,0"
300190472,"2,9",27.0,"49,1",15.0,"93,8"
300190473,"0,4",2.0,"50,0",2.0,"100,0"
300190474,"0,5",6.0,"66,7",1.0,"100,0"
300190475,"3,3",31.0,"77,5",12.0,"100,0"
300190489,"2,8",9.0,"26,5",4.0,"100,0"
300190496,"5,6",11.0,"24,4",3.0,"75,0"
300190531,"2,8",8.0,"25,8",2.0,"66,7"
300190538,"3,2",13.0,"31,7",7.0,"70,0"
300190545,"7,4",19.0,"32,2",6.0,"75,0"
300190552,"5,2",23.0,"37,1",10.0,"83,3"
300190559,"10,9",50.0,"41,7",6.0,"54,5"
300190566,"1,1",38.0,"79,2",18.0,"100,0"
300190573,"3,8",31.0,"41,3",17.0,"94,4"
300190580,"9,0",38.0,"46,9",6.0,"66,7"
300190587,"1,2",37.0,"84,1",21.0,"100,0"
300190594,"4,0",43.0,"71,7",10.0,"90,9"
300190601,"20,8",33.0,"39,8",2.0,"50,0"
300190608,"0,8",10.0,"100,0",4.0,"100,0"
300190615,"1,0",2.0,"40,0",1.0,"100,0"
300190636,"2,0",2.0,"25,0",1.0,"50,0"
300190650,"1,0",0.0,"0,0",,
300190657,"1,0",2.0,"100,0",,
300190671,"3,8",4.0,"26,7",2.0,"100,0"
300210015,"0,7",0.0,"0,0",,
300210024,"2,0",8.0,"20,0",1.0,"100,0"
300210051,"1,2",4.0,"15,4",0.0,"0,0"
300210069,"3,0",19.0,"25,3",8.0,"72,7"
300210096,"0,8",2.0,"15,4",2.0,"66,7"
300210103,"4,9",42.0,"40,8",18.0,"85,7"
300210563,"9,5",123.0,"61,5",13.0,"61,9"
300210572,"10,5",23.0,"21,9",5.0,"50,0"
300210599,"8,0",32.0,"28,6",12.0,"85,7"
300210615,"10,8",41.0,"31,8",5.0,"41,7"
300210624,"1,6",13.0,"25,5",7.0,"58,3"
300210633,"0,7",3.0,"21,4",1.0,"100,0"
300210642,"1,7",3.0,"12,0",0.0,"0,0"
300210651,"0,1",0.0,"0,0",,
300210696,"1,7",5.0,"20,0",1.0,"50,0"
300210703,"9,4",9.0,"19,1",3.0,"60,0"
300210721,"4,7",14.0,"20,0",7.0,"46,7"
300210748,"7,6",19.0,"25,0",5.0,"50,0"
300210757,"6,1",24.0,"26,4",10.0,"66,7"
300210784,"4,1",16.0,"26,2",8.0,"53,3"
300210793,"9,4",27.0,"28,7",6.0,"60,0"
300210827,"0,8",2.0,"66,7",2.0,"100,0"
300210836,"5,7",7.0,"12,3",3.0,"30,0"
300210845,"2,7",4.0,"14,8",0.0,"0,0"
300210854,"2,5",4.0,"16,0",4.0,"66,7"
300210881,"26,5",92.0,"24,8",3.0,"21,4"
300210899,"18,9",226.0,"47,8",16.0,"64,0"
300210942,"4,9",8.0,"16,3",5.0,"62,5"
300211031,"13,9",31.0,"27,9",4.0,"50,0"
300211094,"2,2",4.0,"18,2",1.0,"100,0"
300211297,"2,0",1.0,"10,0",0.0,"0,0"
300211385,"0,8",1.0,"16,7",0.0,"0,0"
300211455,"6,6",88.0,"63,3",16.0,"76,2"
300211473,"6,6",10.0,"15,2",2.0,"20,0"
300211491,"1,2",0.0,"0,0",,
300211516,"6,2",16.0,"25,8",3.0,"30,0"
300211534,"5,8",10.0,"17,2",6.0,"60,0"
300211552,"9,7",21.0,"30,9",3.0,"42,9"
300211561,"2,6",15.0,"38,5",5.0,"100,0"
300211579,"16,0",65.0,"29,0",0.0,"0,0"
300211588,"12,9",136.0,"52,9",10.0,"50,0"
300211622,"5,8",5.0,"17,2",1.0,"20,0"
300211843,"20,0",7.0,"3,5",0.0,"0,0"
300211913,"2,0",18.0,"35,3",6.0,"75,0"
300212029,"12,9",52.0,"25,2",11.0,"68,8"
300212038,"6,0",51.0,"29,3",25.0,"86,2"
300212056,"1,2",1.0,"8,3",,
300212065,"22,0",31.0,"11,7",0.0,"0,0"
300212074,"2,2",5.0,"38,5",3.0,"60,0"
300212083,"13,1",38.0,"32,2",2.0,"22,2"
300212108,"3,7",19.0,"34,5",12.0,"80,0"
300212117,"8,3",58.0,"41,1",10.0,"58,8"
300212126,"61,0",43.0,"23,5",0.0,"0,0"
300212144,"19,5",33.0,"16,9",6.0,"60,0"
300212189,"12,3",29.0,"23,6",5.0,"50,0"
300212232,"5,1",6.0,"6,5",3.0,"33,3"
300212259,"9,1",15.0,"16,5",6.0,"85,7"
300212286,"5,7",11.0,"19,3",2.0,"22,2"
300290346,"5,5",7.0,"15,9",2.0,"25,0"
300290362,"1,9",9.0,"36,0",5.0,"83,3"
300290363,"23,1",45.0,"19,5",5.0,"50,0"
300290365,"6,9",35.0,"29,9",12.0,"70,6"
300290396,"3,7",11.0,"19,6",7.0,"46,7"
300290397,"1,4",2.0,"18,2",1.0,"100,0"
300290398,"13,0",28.0,"30,8",2.0,"28,6"
300290399,"3,8",14.0,"24,6",9.0,"69,2"
300290400,"4,7",12.0,"17,1",7.0,"46,7"
300290401,"6,2",10.0,"16,1",1.0,"10,0"
300290402,"4,4",6.0,"13,6",3.0,"42,9"
300290403,"9,5",24.0,"25,3",7.0,"70,0"
300290404,"7,0",14.0,"20,0",5.0,"50,0"
300290405,"11,0",33.0,"30,0",6.0,"60,0"
300290406,"6,5",18.0,"27,7",4.0,"40,0"
300290407,"10,7",15.0,"23,4",0.0,"0,0"
300290423,"0,7",2.0,"13,3",1.0,"33,3"
300290428,"0,7",1.0,"20,0",,
300290429,"1,5",11.0,"42,3",9.0,"56,3"
300290431,"0,9",4.0,"44,4",3.0,"100,0"
300290433,"0,1",0.0,"0,0",,
300290434,"3,2",12.0,"29,3",4.0,"40,0"
300290435,"7,9",36.0,"26,9",13.0,"76,5"
300290436,"1,4",2.0,"11,1",1.0,"50,0"
300290437,"3,7",18.0,"28,6",11.0,"73,3"
300290438,,,,,
300290439,,,,,
300290441,"0,5",2.0,"20,0",1.0,"100,0"
300290443,"0,8",1.0,"25,0",1.0,"100,0"
300290445,"1,0",6.0,"30,0",3.0,"100,0"
300290447,"0,9",0.0,"0,0",,
300290448,"2,6",10.0,"47,6",1.0,"100,0"
300290449,"2,3",21.0,"38,2",13.0,"100,0"
300290469,"1,1",2.0,"18,2",1.0,"100,0"
300290483,"0,5",0.0,"0,0",,
300290539,"1,4",3.0,"10,7",2.0,"66,7"
300290553,"1,2",2.0,"33,3",,
300290567,"0,9",1.0,"7,1",,
300290581,"1,5",3.0,"20,0",,
300290595,"0,6",0.0,"0,0",,
300290609,"1,4",8.0,"22,2",3.0,"100,0"
300290623,"0,1",0.0,"0,0",,
300290637,"3,4",9.0,"26,5",3.0,"100,0"
300290651,"0,1",0.0,"0,0",,
300290665,"0,4",2.0,"50,0",,
300290679,,,,,
300290693,"0,2",0.0,"0,0",,
300290707,"0,6",0.0,"0,0",,
300290721,"0,6",1.0,"11,1",,
300290735,"0,7",0.0,"0,0",,
300290749,"0,6",0.0,"0,0",,
300290763,"0,5",0.0,"0,0",,
300290777,"0,9",0.0,"0,0",,
300310023,"8,4",31.0,"30,7",2.0,"16,7"
300310129,"9,4",24.0,"25,5",9.0,"90,0"
300310147,"8,0",36.0,"30,0",9.0,"60,0"
300310192,"7,1",37.0,"26,2",9.0,"45,0"
300310271,"4,8",13.0,"12,4",6.0,"27,3"
300310298,"3,0",5.0,"11,1",3.0,"27,3"
300310314,"1,0",1.0,"20,0",1.0,"50,0"
300310411,"8,5",30.0,"35,3",7.0,"70,0"
300310438,"4,8",32.0,"26,4",8.0,"32,0"
300310932,"3,9",107.0,"71,8",36.0,"94,7"
300310959,"7,8",21.0,"22,6",4.0,"33,3"
300310968,"3,9",12.0,"20,3",6.0,"54,5"
300310977,"0,8",6.0,"50,0",2.0,"100,0"
300311039,"5,8",20.0,"34,5",9.0,"90,0"
300311048,"0,9",5.0,"55,6",4.0,"100,0"
300311075,"0,3",1.0,"20,0",,
300311093,"0,5",0.0,"0,0",0.0,"0,0"
300311118,,,,,
300311127,"3,4",18.0,"19,8",10.0,"45,5"
